org_id,org_name,likely_school_district,include_in_rollout,state,county
667,Silsbee Independent School District,True,True,,
1569,Silver Falls School District,True,True,,
692,Silverton ISD,True,True,,
2061,Simms ISD,True,True,,
994,Simpson County School District,True,True,,
794,Sinton ISD,True,True,,
2528,Sitka School District,True,True,,
2653,Sivells Bend ISD,True,True,,
1511,Skidmore-Tynan ISD,True,True,,
1402,Skokie School District 68,True,True,,
1794,Skokie School District 69,True,True,,
726,Slaton Independent School District,True,True,,
2602,Slidell ISD,True,True,,
1738,Smithville ISD,True,True,,
1904,Snook ISD,True,True,,
936,Snyder ISD,True,True,,
2313,Socorro ISD,True,True,,
1356,Soda Springs Joint School District,True,True,,
2259,Somerset Independent School District,True,True,,
1777,Somerville ISD,True,True,,
1410,Somonauk CUSD 432,False,False,,
1303,Sonora ISD Administration,True,True,,
1138,South Harrison Community School Corporation,True,True,,
1380,South Holland School District,True,True,,
1827,South Koochiching - Rainy River ISD 363,True,True,,
2343,South San Antonio ISD,True,True,,
1813,South St. Paul Public Schools,True,True,,
4017,South Summit School District,True,True,,
1663,South Texas ISD,True,True,,
2991,South Umpqua School District,True,True,,
1397,Southeast Island School District,True,True,,
3295,Southern Oregon Education Service District,False,False,,
1651,Southfield Public Schools,True,True,,
2466,Southington Public Schools,True,True,,
874,Southside ISD,True,True,,
1979,Southwest ISD,True,True,,
1186,SouthWest Metro Intermediate District 288,False,False,,
1229,Southwest Texas Junior College,False,False,,
2303,Spearman ISD,True,True,,
1213,SPEED S.E.J.A. #802,False,False,,
1602,Splendora ISD,True,True,,
889,Spring Branch Independent School District,True,True,,
771,Spring Hill ISD,True,True,,
2738,Spring Valley Academy,True,True,,
2010,Springlake-Earth ISD,True,True,,
1407,SPRINGTOWN ISD,True,True,,
2247,Spur Independent School District,True,True,,
1803,Spurger ISD,True,True,,
2549,St. Anthony-New Brighton,False,False,,
1612,St. Charles Community Schools,True,True,,
1478,St. Cloud Area School District 742,True,True,,
1764,St. Croix Falls School District,True,True,,
1778,St. Croix Preparatory Academy,True,True,,
1821,St. Francis Area Schools,True,True,,
2007,St. Francis School District,True,True,,
1654,St. Johns Public Schools,True,True,,
2188,St. Joseph County ISD,True,True,,
1820,St. Louis Park Public Schools,True,True,,
1660,St. Louis Public Schools,True,True,,
2535,St. Mary's Charter School,True,True,,
3312,St. Paul City School,True,True,,
1043,Stafford Municipal School District,True,True,,
2420,Stafford Public Schools,True,True,,
1437,Stamford ISD,True,True,,
1124,Standish-Sterling Community Schools,True,True,,
2819,Stanfield School District,True,True,,
2281,Stanton ISD,True,True,,
3187,Starr County Memorial Hospital,False,False,,
1762,STEDY JTED,False,False,,
1799,Stephenville Independent School District,True,True,,
2165,Sterling City ISD,True,True,,
2592,Stillwater Area Public Schools,True,True,,
2051,Stockdale ISD,True,True,,
2307,Stratford ISD,True,True,,
3891,Strawn ISD,True,True,,
1501,Streator Elementary School District #44,True,True,,
2209,Sudan Independent School District,True,True,,
1014,Sulphur Bluff ISD,True,True,,
1046,Sulphur Springs Independent School District,True,True,,
1239,Summit Hill District 161,False,False,,
2480,Sunnybrook School District,True,True,,
1000,Sunnyvale ISD,True,True,,
956,Sunray ISD,True,True,,
2437,Swartz Creek Community Schools,True,True,,
630,Sweeny ISD,True,True,,
2294,Sweetwater ISD,True,True,,
645,Taft ISD,True,True,,
1956,Tahoka ISD,True,True,,
707,Tarkington ISD,True,True,,
2254,Tatum Independent School District,True,True,,
4129,Tawas Area School District,True,True,,
2401,Taylor ISD,True,True,,
2704,Tazewell-Mason Counties Special Education Association,False,False,,
1911,Teague ISD,True,True,,
2681,Tejano Center,False,False,,
1891,Temple College,False,False,,
853,Temple ISD,True,True,,
2082,Tenaha Independent School District,True,True,,
1294,Terrell ISD,True,True,,
577,Test City for Texas,False,False,,
1355,Test Manual,False,False,,
1952,Texans Can Academies,False,False,,
1850,Texarkana College,False,False,,
1913,Texarkana Independent School District,True,True,,
2348,Texas General Counsel Group,False,False,,
2109,Texas School for The Deaf,True,True,,
2066,Texas Southern University,False,False,,
1683,Texas State University System,False,False,,
1185,Texas Woman's University,False,False,,
1927,Texhoma ISD,True,True,,
2288,The Ehrhart School,True,True,,
1847,Thorndale Independent School District,True,True,,
2702,Thornton Fractional THSD 215,False,False,,
1024,Thrall ISD,True,True,,
4094,Three Lakes School District,True,True,,
1934,Three Rivers ISD,True,True,,
796,Three Rivers School District,True,True,,
2673,Three Way ISD,True,True,,
2474,Throckmorton Collegiate ISD,True,True,,
2267,Tidehaven Independent School District,True,True,,
3641,Timpson ISD,True,True,,
2805,Tioga Independent School District,True,True,,
2795,to be removed Marengo CHSD 154,False,False,,
2036,Tom Bean ISD,True,True,,
2199,Tornillo Independent School District,True,True,,
1593,Town of Benson,False,False,,
1372,Town of Cicero,False,False,,
1599,Town of Emerald Isle,False,False,,
928,Town of Horizon City,False,False,,
4074,Township High School District 113,True,True,,
2567,Township High School District 214,True,True,,
3306,Travis Central Appraisal District,False,False,,
1993,Trenton Independent School District,True,True,,
4070,Trial - Clintondale Community Schools,True,True,,
3897,TRIAL - Evergreen Virtual Academy,True,True,,
4018,Trial - Hawthorn District 73,False,False,,
3346,Trial - Patriot Preparatory Academy,True,True,,
3896,TRIAL - Plymouth-Canton Community Schools,True,True,,
3901,TRIAL - Town of Smithfield,False,False,,
3321,TRIAL Fowlerville Community Schools,True,True,,
2748,Tri-County Schools,True,True,,
735,Trinity Independent School District,True,True,,
1302,Troup ISD,True,True,,
1220,Troy 30-C,False,False,,
907,Troy Independent School District,True,True,,
3888,TrueNorth Educational Cooperative 804,False,False,,
3222,TSPC Oregon Teacher Standards & Practices Commission,False,False,,
2284,Tulia Independent School District,True,True,,
643,Tuloso-Midway ISD,True,True,,
1416,Tunica County School District,True,True,,
1648,Tupelo Public School District,True,True,,
3308,Turkey-Quitaque ISD,True,True,,
1932,Tyler ISD,True,True,,
1815,Ubah Medical Academy - ISD 4121,True,True,,
2544,Umatilla-Morrow Head Start,False,False,,
2400,Union City Community Schools,True,True,,
2217,Union Grove ISD,True,True,,
2987,Unionville-Sebewaing Area School District,True,True,,
2029,United ISD,True,True,,
1325,United Township High School District 30,True,True,,
2132,Unity School District,True,True,,
685,University of Houston System,False,False,,
1321,Utica Community Schools,True,True,,
1047,Uvalde Consolidated Independent School District,True,True,,
3889,Valdez City Schools,True,True,,
2037,Valley Mills ISD,True,True,,
922,Valley View ISD - Hidalgo County,True,True,,
1871,Valley View ISD-Cooke County,True,True,,
850,Van Alstyne ISD,True,True,,
1474,Van Buren ISD,True,True,,
2346,Van Buren Public Schools,True,True,,
1879,Van Independent School District,True,True,,
742,Van Vleck ISD,True,True,,
2068,Vega ISD,True,True,,
636,Venus Independent School District,True,True,,
2339,Veribest ISD,True,True,,
1442,Vernon Independent School District,True,True,,
1649,Vicksburg Community Schools,True,True,,
1004,Vidor Independent School District,True,True,,
2048,Vienna Township,False,False,,
1950,Vigo County Public Library,False,False,,
1130,Village of Maywood,False,False,,
1965,Waco Independent School District,True,True,,
1513,Waconia Public Schools,True,True,,
876,Waelder ISD,True,True,,
3904,Walden on Lake Conroe (HOA),False,False,,
1818,Walker-Hackensack-Akeley Schools,True,True,,
997,Walla Walla Public Schools,True,True,,
927,Walled Lake Consolidated School District,True,True,,
737,Waller ISD,True,True,,
1685,Walthall County School Board,True,True,,
1991,Warren ISD,True,True,,
1590,Washington Community High School,True,True,,
1493,Washington District 50 Schools,True,True,,
1052,Waskom ISD,True,True,,
2222,Water Valley ISD,True,True,,
1610,Waterford Union High School,True,True,,
1868,Waterloo CUSD No. 5,False,False,,
1222,Waterville-Elysian-Morristown School District,True,True,,
1924,Waunakee Community School District,True,True,,
1360,Wausau School District,True,True,,
2794,Wauseon Exempted Village Schools,True,True,,
1086,Waverly Community Schools,True,True,,
1912,Wawasee Community School Corporation,True,True,,
765,Waxahachie Independent School District,True,True,,
1576,Wayne School District,True,True,,
3405,Wayne-Westland Community Schools,True,True,,
1040,Wayzata Public Schools,True,True,,
992,Weatherford Independent School District,True,True,,
2612,Webb CISD,True,True,,
1523,Weber School District,True,True,,
785,Weimar ISD,True,True,,
2098,Wellington ISD,True,True,,
2040,Wellman-Union ISD,True,True,,
2555,WESLACO INDEPENDENT SCHOOL DISTRICT,True,True,,
1597,West Allis-West Milwaukee Schools,True,True,,
2136,West Bonner County School District 83,True,True,,
1480,West Branch - Rose City Area Schools,True,True,,
1253,West Carroll CUSD 314,False,False,,
1758,West Chicago Elementary School District 33,True,True,,
1176,West Hanover Township,False,False,,
989,West Hardin County CISD,True,True,,
1691,West Harvey-Dixmoor School District 147,True,True,,
821,West Independent School District,True,True,,
2690,West Iron Public Schools,True,True,,
1543,West Linn-Wilsonville School District,True,True,,
2102,West Orange-Cove CISD,True,True,,
2322,West Oso ISD,True,True,,
2764,West Ottawa Public Schools,True,True,,
2295,West Rusk County Consolidated ISD,True,True,,
1141,West Sabine ISD,True,True,,
2073,Westbrook ISD,True,True,,
3365,Westchester Public Schools,True,True,,
1106,Western School District,True,True,,
2828,Westhoff ISD,True,True,,
2468,Weston Public Schools,True,True,,
1650,Westwood Community School District,True,True,,
1165,Westwood Heights Schools,True,True,,
2047,Westwood Independent School District,True,True,,
1026,Wexford-Missaukee ISD,True,True,,
2052,Wharton County Junior College,False,False,,
808,Wharton ISD,True,True,,
1414,White Deer Independent School District,True,True,,
2248,White Oak ISD,True,True,,
1404,White Settlement ISD,True,True,,
1841,Whitehouse ISD,True,True,,
1601,Whitesboro Independent School District,True,True,,
2245,Whitney Independent School District,True,True,,
676,Wichita Falls Independent School District,True,True,,
2260,Wildorado ISD,True,True,,
1292,Will County School District 92,True,True,,
2185,Williston Basin School District #7,True,True,,
873,Wills Point ISD,True,True,,
1674,Wilmington CUSD 209U,False,False,,
2301,Wimberley Independent School District,True,True,,
2781,Windom Area Schools,True,True,,
1118,Windthorst ISD,True,True,,
2811,Win-E-Mac Schools,True,True,,
1425,Winfield School District 34,True,True,,
1184,Wink-Loving ISD,True,True,,
738,Winnsboro Independent School District,True,True,,
925,Winona ISD,True,True,,
1221,Winston Dillard School District,True,True,,
1415,Winters ISD,True,True,,
1800,Woden ISD,True,True,,
1494,Wolfe City ISD,True,True,,
1449,Wonewoc-Union Center School District,True,True,,
1191,Wood Dale School District 7,True,True,,
1562,Woodburn School District,True,True,,
1473,Woodhaven-Brownstown School District,True,True,,
1739,Woodland School District 50,True,True,,
1790,Woodridge School District 68,True,True,,
1277,Woodstock Community Unit School District 200,True,True,,
769,Woodville ISD,True,True,,
1783,Workers' Compensation Self-Insurance Trust,False,False,,
751,Workforce Solutions Alamo,False,False,,
893,WRUSD,False,False,,
2275,Wylie Independent School District,True,True,,
3480,Wylie ISD (Collin County),True,True,,
696,Yantis ISD,True,True,,
1157,Yellow Medicine East ISD 2190,True,True,,
2312,Ysleta Independent School District,True,True,,
2391,Yukon Flats School District,True,True,,
2305,Zapata County Independent School District,True,True,,
1476,Zion Elementary School District 6,True,True,,
2039,Zionsville Community Schools,True,True,,
